_date,time,preclose,high,low,match,open,volume,turnover,matchitems,,
1996/8/19,1996/8/19,853.87,852.35,786.44,803.69,852.33,1408442000,12088400000,0,,
1996/8/26,1996/8/26,803.69,809.96,766.7,809.93,789.14,1556146400,13523300000,0,,
1996/9/2,1996/9/2,809.93,838.66,795.07,801.23,812.94,1979957500,17788700000,0,,
1996/9/9,1996/9/9,801.23,799.97,752.68,779.06,798.59,1424392400,14273400000,0,,
1996/9/16,1996/9/16,779.06,805.53,754.28,805.53,779.85,1370231600,12750700000,0,,
1996/9/23,1996/9/23,805.53,875.52,812.3,875.52,812.94,3279138100,32926300000,0,,
1996/10/3,1996/10/3,875.52,891.7,855.78,863.45,887.85,935335100,8868700000,0,,
1996/10/7,1996/10/7,863.45,912,852.83,909.89,866.07,3426632600,26958000000,0,,
1996/10/14,1996/10/14,909.89,968.21,919.7,939.93,919.7,4567969700,37015100000,0,,
1996/10/21,1996/10/21,939.93,1020.97,943.02,1012.67,943.02,5197036800,43393100000,0,,
1996/10/28,1996/10/28,1012.67,1038.81,906.95,930.78,1001.22,3980322000,38701100000,0,,
1996/11/4,1996/11/4,930.78,950.36,896.87,919.67,930.99,1732355100,17619700000,0,,
1996/11/11,1996/11/11,919.67,958.61,922.19,950.82,923.36,2178705400,20491100000,0,,
1996/11/18,1996/11/18,950.82,1047.39,919.6,951.83,952.72,4047831600,37651000000,0,,
1996/11/25,1996/11/25,951.83,1037.15,938.8,1032.94,948.58,3331499500,32510000000,0,,
1996/12/2,1996/12/2,1032.94,1220.3,1056.67,1212.88,1056.67,8552793600,84539100000,0,,
1996/12/9,1996/12/9,1212.88,1258.68,1108.29,1110.03,1227.47,5844830400,66089600000,0,,
1996/12/16,1996/12/16,1110.03,1005.12,864.25,885.23,1005,3098082700,27659600000,0,,
1996/12/23,1996/12/23,885.23,927.09,855.84,922.34,900.32,2219615000,18346200000,0,,
1996/12/30,1996/12/30,922.34,938.54,896.99,899.61,929.72,1511560100,14056300000,0,,
1997/1/6,1997/1/6,899.61,918.5,871.78,918.4,890.98,1235944600,10589100000,0,,
1997/1/13,1997/1/13,918.4,931.44,903.62,919.85,923.54,1253554700,11198800000,0,,
1997/1/20,1997/1/20,919.85,954.3,922.06,953.91,922.46,1654318000,15183300000,0,,
1997/1/27,1997/1/27,953.91,967.89,947.91,964.74,957.24,1862749000,17131300000,0,,
1997/2/17,1997/2/17,964.74,1017.31,870.18,1017.13,969.53,3841219100,39803000000,0,,
1997/2/24,1997/2/24,1017.13,1040.33,1004.61,1040.27,1028.35,3609027100,41478500000,0,,
1997/3/3,1997/3/3,1040.27,1086.63,1043.92,1077.72,1044.61,4133116100,40025200000,0,,
1997/3/10,1997/3/10,1077.72,1131.73,1085.88,1125.8,1085.91,4180258200,45391100000,0,,
1997/3/17,1997/3/17,1125.8,1177.02,1116.58,1167.16,1138.27,4262113900,50858300000,0,,
1997/3/24,1997/3/24,1167.16,1228.23,1180.87,1202.66,1186.95,4435468800,51683700000,0,,
1997/3/31,1997/3/31,1202.66,1269.73,1210,1260.96,1210.01,4004609700,46084400000,0,,
1997/4/7,1997/4/7,1260.96,1299.74,1246.72,1278.52,1259.58,4606114100,58226200000,0,,
1997/4/14,1997/4/14,1278.52,1338.85,1293.97,1338.03,1293.97,4832553200,56956600000,0,,
1997/4/21,1997/4/21,1338.03,1386.51,1350.79,1364.97,1355.55,5201426500,65953200000,0,,
1997/4/28,1997/4/28,1364.97,1396.48,1335.75,1393.74,1372.26,2463670300,32597200000,0,,
1997/5/5,1997/5/5,1393.74,1504.25,1394.42,1467.22,1398.14,5112143900,73843200000,0,,
1997/5/12,1997/5/12,1467.22,1510.17,1287.07,1315.92,1490.78,4458895700,62159600000,0,,
1997/5/19,1997/5/19,1315.92,1389.6,1225.79,1254.26,1330.78,2740901500,38349600000,0,,
1997/5/26,1997/5/26,1254.26,1288.73,1213.24,1285.18,1268.59,2374512700,34850700000,0,,
1997/6/2,1997/6/2,1285.18,1369.51,1254.27,1275.3,1302.82,3460060400,51230600000,0,,
1997/6/9,1997/6/9,1275.3,1285.04,1154.97,1243.97,1275.25,1680866500,21783000000,0,,
1997/6/16,1997/6/16,1243.97,1292.32,1227.25,1291.19,1255.76,1919231200,24797800000,0,,
1997/6/23,1997/6/23,1291.19,1322.98,1246.92,1250.27,1313.23,2395323300,34317900000,0,,
1997/7/2,1997/7/2,1250.27,1261.57,1124.77,1159.34,1255.9,1181468800,15331000000,0,,
1997/7/7,1997/7/7,1159.34,1163.44,1066.04,1154.91,1161.7,1723186400,20058000000,0,,
1997/7/14,1997/7/14,1154.91,1210.44,1158.44,1209.85,1163.29,2513466300,30857800000,0,,
1997/7/21,1997/7/21,1209.85,1223.82,1158.13,1170.86,1215.83,2017881400,24174300000,0,,
1997/7/28,1997/7/28,1170.86,1194.03,1133.17,1192.82,1167.81,1620837800,16584500000,0,,
1997/8/4,1997/8/4,1192.82,1216.56,1161.63,1206.05,1196.25,2047874500,19391200000,0,,
1997/8/11,1997/8/11,1206.05,1206.75,1118.2,1143.06,1206.45,1995849400,18995200000,0,,
1997/8/18,1997/8/18,1143.06,1174.48,1116.14,1171.83,1139.6,1633778700,14596900000,0,,
1997/8/25,1997/8/25,1171.83,1223.07,1175.38,1221.06,1175.44,2849285300,26267700000,0,,
1997/9/1,1997/9/1,1221.06,1253.35,1215.92,1251.55,1224.17,2719862600,26409900000,0,,
1997/9/8,1997/9/8,1251.55,1264.48,1207.83,1208.69,1253.14,2585740300,22677400000,0,,
1997/9/15,1997/9/15,1208.69,1211.68,1162.24,1184.52,1205.9,1237678900,10730300000,0,,
1997/9/22,1997/9/22,1184.52,1185.1,1025.13,1109.63,1184.49,1841465400,15000100000,0,,
1997/9/29,1997/9/29,1109.63,1106.34,1079.34,1097.38,1106.34,403168600,3790300000,0,,
1997/10/6,1997/10/6,1097.38,1140.93,1087.01,1130.78,1100.7,879439200,8010900000,0,,
1997/10/13,1997/10/13,1130.78,1180.21,1105.7,1176.48,1136.42,1263688300,12452700000,0,,
1997/10/20,1997/10/20,1176.48,1203.01,1164.06,1178.3,1183.74,2172364700,23668100000,0,,
1997/10/27,1997/10/27,1178.3,1241.83,1158.73,1180.39,1183.64,2214188800,24094500000,0,,
1997/11/3,1997/11/3,1180.39,1203.08,1176.54,1195.14,1181.16,1715881200,16886400000,0,,
1997/11/10,1997/11/10,1195.14,1208.84,1157.29,1197.83,1199.36,1617775500,16894200000,0,,
1997/11/17,1997/11/17,1197.83,1213.22,1152,1158.55,1210.67,1267275500,13216000000,0,,
1997/11/24,1997/11/24,1158.55,1150.56,1114.13,1139.62,1150.41,1315361900,13129800000,0,,
1997/12/1,1997/12/1,1139.62,1144.22,1119.2,1136.2,1137.58,1042595300,10307500000,0,,
1997/12/8,1997/12/8,1136.2,1165.81,1136.57,1153.84,1140.54,1104494600,11431300000,0,,
1997/12/15,1997/12/15,1153.84,1174.8,1138.39,1160.76,1155.72,1567616200,17184100000,0,,
1997/12/22,1997/12/22,1160.76,1194.23,1153.44,1191.91,1162.68,1813553100,21029800000,0,,
1997/12/29,1997/12/29,1191.91,1198.97,1179.55,1194.1,1196.29,933936500,10407700000,0,,
1998/1/5,1998/1/5,1194.1,1250,1200.22,1239.9,1200.94,2413593000,28675300000,0,,
1998/1/12,1998/1/12,1239.9,1246.65,1110.08,1213.96,1242.21,2712758200,32040400000,0,,
1998/1/19,1998/1/19,1213.96,1224.12,1194.38,1222.91,1215.4,1531140500,17491500000,0,,
1998/2/9,1998/2/9,1222.91,1262.62,1233.53,1245.91,1257.99,2182948300,22579700000,0,,
1998/2/16,1998/2/16,1245.91,1247.96,1223.93,1226.02,1246.79,1846620700,19899700000,0,,
1998/2/23,1998/2/23,1226.02,1217.85,1189.51,1206.53,1217.85,1644963600,17175400000,0,,
1998/3/2,1998/3/2,1206.53,1219.28,1182.61,1206.45,1196.74,1779162600,19131400000,0,,
1998/3/9,1998/3/9,1206.45,1210.52,1175.55,1184.96,1207.95,1407225500,16043100000,0,,
1998/3/16,1998/3/16,1184.96,1204.74,1179.44,1187.5,1186.18,1604210900,17879200000,0,,
1998/3/23,1998/3/23,1187.5,1223.92,1178.04,1223.56,1186.56,2162395100,23738600000,0,,
1998/3/30,1998/3/30,1223.56,1286.1,1228.29,1286.08,1230.94,3655354700,40290500000,0,,
1998/4/6,1998/4/6,1286.08,1328.78,1286.43,1311.51,1291.61,4837838600,53536900000,0,,
1998/4/13,1998/4/13,1311.51,1326.42,1291.08,1298.1,1319.94,3449881800,41539500000,0,,
1998/4/20,1998/4/20,1298.1,1340.25,1286.58,1315.16,1292.16,3183565100,37107400000,0,,
1998/4/27,1998/4/27,1315.16,1343.46,1303.48,1343.44,1314.35,2367622200,31174200000,0,,
1998/5/4,1998/5/4,1343.44,1357.6,1324.72,1357.59,1353.05,3147629300,41766600000,0,,
1998/5/11,1998/5/11,1357.59,1379.12,1342.73,1368.08,1367.24,3809171100,46693100000,0,,
1998/5/18,1998/5/18,1368.08,1379.89,1350.26,1375.81,1373.67,2671532700,32766800000,0,,
1998/5/25,1998/5/25,1375.81,1411.34,1376.2,1411.2,1380.12,3849286900,45939700000,0,,
1998/6/1,1998/6/1,1411.2,1422.97,1390.63,1408.61,1418.35,3370009300,40654300000,0,,
1998/6/8,1998/6/8,1408.61,1415.18,1346.06,1383.38,1411.95,2436096900,29475100000,0,,
1998/6/15,1998/6/15,1383.38,1392.87,1323.52,1392.87,1385.32,2188302100,27536500000,0,,
1998/6/22,1998/6/22,1392.87,1404.04,1376.4,1385.61,1400.46,2516200600,33193100000,0,,
1998/6/29,1998/6/29,1385.61,1387.19,1296.99,1335.12,1387.02,1869430500,23356500000,0,,
1998/7/6,1998/7/6,1335.12,1360.64,1307.9,1360.61,1339.26,1573830700,18393600000,0,,
1998/7/13,1998/7/13,1360.61,1362.99,1311.75,1314.71,1362.68,1983054900,23083700000,0,,
1998/7/20,1998/7/20,1314.71,1330.49,1278.3,1326.82,1311.05,1608004700,18898000000,0,,
1998/7/27,1998/7/27,1326.82,1328.72,1308.26,1316.91,1328.33,1535106900,17596700000,0,,
1998/8/3,1998/8/3,1316.91,1315.47,1267.92,1271.06,1315.13,1577191100,17434100000,0,,
1998/8/10,1998/8/10,1271.06,1262.03,1158.78,1168.02,1262,1676139100,17498400000,0,,
1998/8/17,1998/8/17,1168.02,1178.73,1043.02,1177.62,1152.67,2093446900,20517100000,0,,
1998/8/24,1998/8/24,1177.62,1190.88,1125.19,1129.72,1178.55,1940357300,20949400000,0,,
1998/8/31,1998/8/31,1129.72,1169.46,1072.42,1163.52,1117.97,1699010900,16052600000,0,,
1998/9/7,1998/9/7,1163.52,1225.14,1162.46,1218,1168.36,2552557800,27689000000,0,,
1998/9/14,1998/9/14,1218,1264.39,1199.58,1207,1219.31,3641375800,41214800000,0,,
1998/9/21,1998/9/21,1207,1233.79,1192.07,1221.57,1199.16,2241811300,24261700000,0,,
1998/9/28,1998/9/28,1221.57,1242.94,1217.65,1242.89,1224.26,1423968400,14087000000,0,,
1998/10/5,1998/10/5,1242.89,1246.6,1207.92,1236.93,1245.73,2007104300,20824300000,0,,
1998/10/12,1998/10/12,1236.93,1263.71,1227.85,1251.52,1239.56,2748956500,28859600000,0,,
1998/10/19,1998/10/19,1251.52,1256.75,1191.55,1217.42,1255.05,2535130600,27819600000,0,,
1998/10/26,1998/10/26,1217.42,1229.74,1195.24,1217.31,1215.55,2295046500,25224200000,0,,
1998/11/2,1998/11/2,1217.31,1267.39,1210.84,1259.76,1217.33,2519663200,29783800000,0,,
1998/11/9,1998/11/9,1259.76,1295.06,1263.95,1282.5,1263.96,2888954200,34815500000,0,,
1998/11/16,1998/11/16,1282.5,1300.15,1271.65,1275.37,1284.33,2240702600,27041200000,0,,
1998/11/23,1998/11/23,1275.37,1283.96,1242.56,1245.08,1275.9,1769050900,20703900000,0,,
1998/11/30,1998/11/30,1245.08,1251.86,1213.55,1219.19,1244.92,1439588600,16562900000,0,,
1998/12/7,1998/12/7,1219.19,1237.69,1194.06,1214.21,1234.75,1169357800,12056600000,0,,
1998/12/14,1998/12/14,1214.21,1214.67,1150.72,1155.92,1214.6,1108382300,11167200000,0,,
1998/12/21,1998/12/21,1155.92,1187.91,1150.38,1173.91,1153.66,1058737000,10928700000,0,,
1998/12/28,1998/12/28,1173.91,1179,1125.55,1146.7,1175.63,811674300,8780300000,0,,
1999/1/4,1999/1/4,1146.7,1168.83,1104.5,1168.81,1144.88,1038763400,11423800000,0,,
1999/1/11,1999/1/11,1168.81,1174.42,1136.3,1137.3,1169.91,1422048800,15978600000,0,,
1999/1/18,1999/1/18,1137.3,1168.18,1126.7,1162.35,1135.08,1583305500,16984700000,0,,
1999/1/25,1999/1/25,1162.35,1162.43,1130.33,1134.67,1161.98,1536434000,17954600000,0,,
1999/2/1,1999/2/1,1134.67,1131.66,1079.21,1081.44,1131.65,1196556800,13244000000,0,,
1999/2/8,1999/2/8,1081.44,1090.16,1064.17,1090.08,1076.81,417928100,4199600000,0,,
1999/3/1,1999/3/1,1090.08,1137.95,1084.15,1132.35,1092.14,1517811300,14568200000,0,,
1999/3/8,1999/3/8,1132.35,1158.71,1127.17,1158.7,1133.5,2094808200,20870700000,0,,
1999/3/15,1999/3/15,1158.7,1173.04,1147.56,1172.93,1161.49,2555207500,25458000000,0,,
1999/3/22,1999/3/22,1172.93,1179.65,1154.93,1161.12,1175.67,2212727700,22097300000,0,,
1999/3/29,1999/3/29,1161.12,1184.43,1150.82,1184.4,1160.57,2287305500,22876100000,0,,
1999/4/5,1999/4/5,1184.4,1210.1,1187.05,1205.13,1188.93,3231770400,31029400000,0,,
1999/4/12,1999/4/12,1205.13,1205.67,1162.31,1166.23,1205.31,2834252900,26672000000,0,,
1999/4/19,1999/4/19,1166.23,1173.52,1110.64,1139.99,1164.61,2351624300,24165700000,0,,
1999/4/26,1999/4/26,1139.99,1140.17,1087.79,1120.92,1139.64,1780602600,16234900000,0,,
1999/5/4,1999/5/4,1120.92,1131.49,1105.34,1120.73,1120.9,1323714600,11093000000,0,,
1999/5/10,1999/5/10,1120.73,1107.36,1060.5,1063.27,1107.36,1752992000,13724400000,0,,
1999/5/17,1999/5/17,1063.27,1170.14,1047.83,1168.72,1057.48,2595240500,26278100000,0,,
1999/5/24,1999/5/24,1168.72,1294.64,1164.89,1277.15,1173.13,7396001200,80090400000,0,,
1999/5/31,1999/5/31,1277.15,1330.27,1253.25,1285.57,1287.07,6964268200,73941200000,0,,
1999/6/7,1999/6/7,1285.57,1382.07,1285.15,1370.39,1287.46,7236927800,73878800000,0,,
1999/6/14,1999/6/14,1370.39,1516.12,1366.65,1498.91,1382.53,11162269300,1.24446E+11,0,,
1999/6/21,1999/6/21,1498.91,1705.21,1503.4,1593.85,1506.82,12005911000,1.52175E+11,0,,
1999/6/28,1999/6/28,1593.85,1756.18,1532.44,1613.53,1606.28,11544488500,1.55193E+11,0,,
1999/7/5,1999/7/5,1613.53,1630.38,1504.36,1584.75,1627.24,5768313000,71401300000,0,,
1999/7/12,1999/7/12,1584.75,1589.9,1511.43,1519.74,1588.38,4286697300,52343400000,0,,
1999/7/19,1999/7/19,1519.74,1626.95,1471.5,1585.98,1500.44,5261813900,70209200000,0,,
1999/7/26,1999/7/26,1585.98,1615.74,1580.81,1601.45,1592.41,3882645200,48035900000,0,,
1999/8/2,1999/8/2,1601.45,1658.69,1601.84,1646.59,1607.06,5444806900,63644500000,0,,
1999/8/9,1999/8/9,1646.59,1651.63,1566.71,1571.9,1650.27,3585594700,40917000000,0,,
1999/8/16,1999/8/16,1571.9,1651.17,1546.83,1628.93,1568.89,3778868100,43162900000,0,,
1999/8/23,1999/8/23,1628.93,1655.14,1615.85,1633.9,1631.43,3776527600,44968600000,0,,
1999/8/30,1999/8/30,1633.9,1637.31,1572.41,1587.88,1635.55,2742548000,32394500000,0,,
1999/9/6,1999/9/6,1587.88,1695.64,1556.74,1659.92,1577.5,3598047700,47603900000,0,,
1999/9/13,1999/9/13,1659.92,1681.84,1636.47,1648.55,1664.51,3447741000,45300500000,0,,
1999/9/20,1999/9/20,1648.55,1651.53,1597.11,1619.32,1649.12,1651195400,21817700000,0,,
1999/9/27,1999/9/27,1619.32,1629.19,1567.72,1570.7,1624.45,1260181700,16394300000,0,,
1999/10/8,1999/10/8,1570.7,1568.37,1531.79,1534.51,1568.23,224389300,2613300000,0,,
1999/10/11,1999/10/11,1534.51,1550.7,1494.94,1543.79,1529.22,1205349800,14956200000,0,,
1999/10/18,1999/10/18,1543.79,1549.36,1452.7,1497.46,1547.26,1519432400,20129700000,0,,
1999/10/25,1999/10/25,1497.46,1542.04,1465.13,1504.56,1499.13,1965707400,28595300000,0,,
1999/11/1,1999/11/1,1504.56,1506.99,1457.14,1465.23,1501.73,1258704300,17473400000,0,,
1999/11/8,1999/11/8,1465.23,1479.83,1436.74,1450.32,1464.49,1398926400,20128600000,0,,
1999/11/15,1999/11/15,1450.32,1498.08,1427.35,1468.47,1451.54,1909952600,24962100000,0,,
1999/11/22,1999/11/22,1468.47,1471.91,1439.94,1444.51,1468.21,1288037700,15864000000,0,,
1999/11/29,1999/11/29,1444.51,1447.8,1429.55,1437.23,1444.01,1276017800,16349800000,0,,
1999/12/6,1999/12/6,1437.23,1438.03,1413.45,1428.93,1436.8,1384633300,17078900000,0,,
1999/12/13,1999/12/13,1428.93,1461.89,1411.06,1419.55,1429.19,1825736300,23404900000,0,,
1999/12/21,1999/12/21,1419.55,1416.5,1352.1,1355.36,1416.5,1152837700,13758700000,0,,
1999/12/27,1999/12/27,1355.36,1368.24,1341.05,1366.58,1353.52,1085220900,12830200000,0,,
2000/1/4,2000/1/4,1366.58,1522.82,1361.21,1516.6,1368.69,3534016800,46556900000,0,,
2000/1/10,2000/1/10,1516.6,1547.7,1401.7,1408.84,1531.71,4956134700,65525200000,0,,
2000/1/17,2000/1/17,1408.84,1476.45,1402.66,1465.08,1408.98,3440828300,44308900000,0,,
2000/1/24,2000/1/24,1465.08,1536.34,1449.47,1534.99,1465.85,5616947000,78144300000,0,,
2000/2/14,2000/2/14,1534.99,1770.88,1583.58,1668.09,1591.44,11834334400,1.77964E+11,0,,
2000/2/21,2000/2/21,1668.09,1697.01,1586.63,1631.57,1681.36,7857915700,1.14529E+11,0,,
2000/2/28,2000/2/28,1631.57,1750.64,1639.69,1738.02,1639.79,8894763400,1.31827E+11,0,,
2000/3/6,2000/3/6,1738.02,1762.82,1654.44,1705.04,1756.31,7074502100,99499000000,0,,
2000/3/13,2000/3/13,1705.04,1729,1596.07,1658.6,1706.76,5863235600,80102000000,0,,
2000/3/20,2000/3/20,1658.6,1770.26,1641.76,1730.49,1646.31,7058840500,94185000000,0,,
2000/3/27,2000/3/27,1730.49,1811.06,1736.69,1800.22,1736.69,8017113100,1.03726E+11,0,,
2000/4/3,2000/4/3,1800.22,1822.61,1746.3,1819.89,1799.57,5944208800,78193900000,0,,
2000/4/10,2000/4/10,1819.89,1840.18,1785.32,1833.66,1826.61,6389275600,76927400000,0,,
2000/4/17,2000/4/17,1833.66,1858.26,1778.87,1841.06,1829.61,6335099400,79751500000,0,,
2000/4/24,2000/4/24,1841.06,1848.97,1797.71,1836.32,1844.69,4878751900,62383900000,0,,
2000/5/8,2000/5/8,1836.32,1852.9,1715.06,1720.61,1848.17,3352839800,43781923000,0,,
2000/5/15,2000/5/15,1720.61,1777.98,1695.53,1777.83,1722.63,2822047000,36286738000,0,,
2000/5/22,2000/5/22,1777.83,1890.69,1783.3,1879.62,1785.89,6520311000,80906326000,0,,
2000/5/29,2000/5/29,1879.62,1916.25,1868.61,1916.25,1885.55,7125709500,83739094000,0,,
2000/6/5,2000/6/5,1916.25,1940.22,1889.82,1900.79,1921.97,7245911800,82222653000,0,,
2000/6/12,2000/6/12,1900.79,1949.17,1884.62,1926.94,1896.43,5956125600,70261675000,0,,
2000/6/19,2000/6/19,1926.94,1939.63,1888.08,1939.63,1924.69,4193352100,52442817000,0,,
2000/6/26,2000/6/26,1939.63,1953.33,1924.47,1928.11,1946.69,5168440800,62555406000,0,,
2000/7/3,2000/7/3,1928.11,1932.83,1888.25,1932.79,1917.44,3897791600,47819885000,0,,
2000/7/10,2000/7/10,1932.79,1987.22,1932.95,1987.19,1938.84,6400042600,78690575000,0,,
2000/7/17,2000/7/17,1987.19,2004.46,1979.88,1996.34,1992.89,4987292200,62785285000,0,,
2000/7/24,2000/7/24,1996.34,2025,1982.88,2012.79,1998.24,5052898400,61330536000,0,,
2000/7/31,2000/7/31,2012.79,2041.28,2008.64,2026.36,2016.14,5300769300,64546720000,0,,
2000/8/7,2000/8/7,2026.36,2070.3,2017.9,2062.67,2025.18,5843079000,74348027000,0,,
2000/8/14,2000/8/14,2062.67,2097.32,2065.93,2090.18,2065.93,5323421600,64895218000,0,,
2000/8/21,2000/8/21,2090.18,2114.52,1980.35,2086.7,2095.38,6956725100,82976877000,0,,
2000/8/28,2000/8/28,2086.7,2108.1,1997.72,1999.86,2092.12,5183867100,66473837000,0,,
2000/9/4,2000/9/4,1999.86,2020.85,1923.6,1959.31,1994.88,3399434000,41398977000,0,,
2000/9/11,2000/9/11,1959.31,1995.32,1956.08,1978.43,1963.27,2747984500,34210937000,0,,
2000/9/18,2000/9/18,1978.43,1981.13,1888.09,1891.98,1979.53,2708426000,33275733000,0,,
2000/9/25,2000/9/25,1891.98,1917.06,1874.21,1910.16,1889.9,1815475800,23585330000,0,,
2000/10/9,2000/10/9,1910.16,1948.01,1897.24,1918.16,1912.08,2630474000,35202750000,0,,
2000/10/16,2000/10/16,1918.16,1947.47,1896.94,1947.45,1917.45,2432711900,34035292000,0,,
2000/10/23,2000/10/23,1947.45,1980.63,1945.53,1967.4,1952.96,3487673000,43880213000,0,,
2000/10/30,2000/10/30,1967.4,1992.86,1956.42,1981.63,1967.65,3215992800,40715233000,0,,
2000/11/6,2000/11/6,1981.63,2051.34,1982.75,2047.46,1983.07,3875728600,52881350000,0,,
2000/11/13,2000/11/13,2047.46,2104.7,2053.44,2093.24,2054.48,5033422300,71553596000,0,,
2000/11/20,2000/11/20,2093.24,2125.72,2045.51,2053.37,2092.59,5011213000,67262141000,0,,
2000/11/27,2000/11/27,2053.37,2082.9,2031.93,2081.84,2041.15,3449217100,48679780000,0,,
2000/12/4,2000/12/4,2081.84,2097.29,2060.73,2073.16,2084.48,3494290000,49005839000,0,,
2000/12/11,2000/12/11,2073.16,2072.48,2036.88,2039.36,2072.28,3273991300,41461262000,0,,
2000/12/18,2000/12/18,2039.36,2086.94,2024.29,2069.77,2038.45,4067673300,54592198000,0,,
2000/12/25,2000/12/25,2069.77,2079.76,2047.74,2073.48,2071.57,4146312300,56683815000,0,,
2001/1/2,2001/1/2,2073.48,2127.42,2074.88,2125.3,2077.08,4172944800,59119316000,0,,
2001/1/8,2001/1/8,2125.3,2131.98,2082.84,2104.75,2128.6,4817259900,65093148000,0,,
2001/1/15,2001/1/15,2104.75,2097.09,2007.71,2065.61,2097.09,3571598400,46482818000,0,,
2001/2/5,2001/2/5,2065.61,2072.55,1926.4,1956.97,2069.86,2756110300,35238497000,0,,
2001/2/12,2001/2/12,1956.97,1974,1911.87,1941.96,1958.65,2056243100,25704563000,0,,
2001/2/19,2001/2/19,1941.96,1980.39,1893.78,1936.35,1942.58,2219145800,29546564000,0,,
2001/2/26,2001/2/26,1936.35,1987.39,1935.55,1985.11,1940.77,2937136600,36019944000,0,,
2001/3/5,2001/3/5,1985.11,2015.5,1977.11,2011.66,1991.28,5862499300,39881192000,0,,
2001/3/12,2001/3/12,2011.66,2027.33,1992.17,2020.24,2013.31,5068102700,40890521000,0,,
2001/3/19,2001/3/19,2020.24,2093.95,2017.49,2053.54,2019.85,6718797200,69173874000,0,,
2001/3/26,2001/3/26,2053.54,2112.88,2052.05,2112.78,2052.05,6209109400,74299275000,0,,
2001/4/2,2001/4/2,2112.78,2129.83,2081.64,2108.61,2117.45,5219741700,64838542000,0,,
2001/4/9,2001/4/9,2108.61,2145.44,2100.97,2145.4,2108.97,5202703900,64075448000,0,,
2001/4/16,2001/4/16,2145.4,2179.74,2148.31,2152.34,2150.29,7509159100,1.00545E+11,0,,
2001/4/23,2001/4/23,2152.34,2170.39,2102.82,2115.11,2150.34,5698474300,75155809000,0,,
2001/4/30,2001/4/30,2115.11,2122.5,2111.95,2119.18,2117.17,763655600,10497139000,0,,
2001/5/8,2001/5/8,2119.18,2155.42,2119.89,2155.41,2119.9,3110669000,41296637000,0,,
2001/5/14,2001/5/14,2155.41,2205.01,2160.12,2203.37,2161.61,5881269100,85529559000,0,,
2001/5/21,2001/5/21,2203.37,2218.45,2175.28,2193.58,2207.78,5730543800,80679580000,0,,
2001/5/28,2001/5/28,2193.58,2223.26,2171.68,2219.59,2194.45,5764919800,77316924000,0,,
2001/6/4,2001/6/4,2219.59,2242.69,2211.75,2223.07,2223.91,5570690700,80735521000,0,,
2001/6/11,2001/6/11,2223.07,2245.43,2188.25,2210.97,2223.8,5319921300,77361544000,0,,
2001/6/18,2001/6/18,2210.97,2214.11,2157.12,2206.07,2211.89,3663009300,53484641000,0,,
2001/6/25,2001/6/25,2206.07,2237.52,2210.04,2218.03,2210.07,4908012900,66564802000,0,,
2001/7/2,2001/7/2,2218.03,2223.21,2168.78,2170.52,2220.42,2938743200,42583413000,0,,
2001/7/9,2001/7/9,2170.52,2192.52,2153.68,2161.34,2169.47,2513174800,36088864000,0,,
2001/7/16,2001/7/16,2161.34,2183.52,2121.28,2179.62,2176.34,3041986400,43169981000,0,,
2001/7/23,2001/7/23,2179.62,2185.86,2063.89,2065.73,2183.74,3228049500,44691162000,0,,
2001/7/30,2001/7/30,2065.73,2056.77,1909.3,1958.69,2056.76,3303993400,40858121000,0,,
2001/8/6,2001/8/6,1958.69,1956.4,1861.78,1955.04,1953.41,4399784200,43089582000,0,,
2001/8/13,2001/8/13,1955.04,1963.14,1909.67,1924,1956.92,2511907700,29825703000,0,,
2001/8/20,2001/8/20,1924,1947.4,1869.49,1886.8,1923.1,2844376500,33442137000,0,,
2001/8/27,2001/8/27,1886.8,1881.31,1795.57,1834.14,1881.31,2369717700,30016100000,0,,
2001/9/3,2001/9/3,1834.14,1888.9,1807.14,1808.84,1831.7,2465694000,30932115000,0,,
2001/9/10,2001/9/10,1808.84,1871.13,1774.83,1818.38,1790.21,2979719400,34259215000,0,,
2001/9/17,2001/9/17,1818.38,1836.79,1780.05,1807.02,1811.9,2175058400,24859596000,0,,
2001/9/24,2001/9/24,1807.02,1813.31,1750.76,1764.87,1804.89,1499905500,17802249000,0,,
2001/10/8,2001/10/8,1764.87,1773.8,1598.79,1691.33,1766.13,2098040900,24003249000,0,,
2001/10/15,2001/10/15,1691.33,1703.59,1550.91,1572.45,1692.17,1994002400,21743202000,0,,
2001/10/22,2001/10/22,1572.45,1744.92,1514.86,1677.88,1558.47,5501105500,62227980000,0,,
2001/10/29,2001/10/29,1677.88,1717.74,1655.89,1691.35,1678.72,2415188300,27027097000,0,,
2001/11/5,2001/11/5,1691.35,1688.31,1550.46,1630.36,1687.84,2428470400,25113313000,0,,
2001/11/12,2001/11/12,1630.36,1734.67,1598.11,1646.76,1631.8,2380218900,26207166000,0,,
2001/11/19,2001/11/19,1646.76,1721.97,1644.82,1712.56,1645.09,3383825000,37064316000,0,,
2001/11/26,2001/11/26,1712.56,1748,1696,1747.99,1710.13,3128582300,34689192000,0,,
2001/12/3,2001/12/3,1747.99,1776.02,1737.06,1745.41,1751.05,3999924700,43991961000,0,,
2001/12/10,2001/12/10,1745.41,1748.97,1673.32,1675.51,1743.62,2814521700,29265143000,0,,
