_date,time,preclose,high,low,match,open,volume,turnover,matchitems,,
2001/12/17,2001/12/17,1675.51,1693.18,1624.5,1640.14,1673.24,2290921400,24784039000,0,,
2001/12/24,2001/12/24,1640.14,1644.41,1593.03,1639.48,1639.52,2422649200,25777835000,0,,
2001/12/31,2001/12/31,1639.48,1649.8,1608.83,1611.39,1641.43,819763800,9042583000,0,,
2002/1/7,2002/1/7,1611.39,1607.72,1523.66,1535.59,1605.74,2202356400,21118467000,0,,
2002/1/14,2002/1/14,1535.59,1519.93,1376.89,1415.44,1519.93,3139616700,28214066000,0,,
2002/1/21,2002/1/21,1415.44,1478.54,1346.17,1451.48,1407,4506217000,37829542000,0,,
2002/1/28,2002/1/28,1451.48,1507.64,1339.2,1485.77,1444.5,5606422100,48940909000,0,,
2002/2/4,2002/2/4,1485.77,1530.13,1476.13,1506.62,1485.68,4308299600,39559157000,0,,
2002/2/25,2002/2/25,1506.62,1544.92,1501.56,1502.54,1540.49,3400850000,32471175000,0,,
2002/3/4,2002/3/4,1502.54,1645.29,1494.83,1640.26,1497.83,7286848600,71740196000,0,,
2002/3/11,2002/3/11,1640.26,1676.51,1620.56,1620.98,1643.59,8146689900,83414881000,0,,
2002/3/18,2002/3/18,1620.98,1693.87,1610.99,1669.69,1641.43,6790961300,69895080000,0,,
2002/3/25,2002/3/25,1669.69,1677.05,1596.25,1603.9,1667.85,4515971800,47501542000,0,,
2002/4/1,2002/4/1,1603.9,1657.09,1575.97,1634.64,1598.03,4005419700,39819663000,0,,
2002/4/8,2002/4/8,1634.64,1680.3,1631.07,1658.98,1633.83,5231719700,54141829000,0,,
2002/4/15,2002/4/15,1658.98,1664.52,1603.96,1635.17,1660.57,3523972800,35394057000,0,,
2002/4/22,2002/4/22,1635.17,1643.15,1603.64,1640.59,1633.64,2728654300,28004986000,0,,
2002/4/29,2002/4/29,1640.59,1673.75,1640.56,1667.75,1643.55,2016272800,21556600000,0,,
2002/5/8,2002/5/8,1667.75,1670.92,1636.86,1638.2,1669.87,1633809200,17545589000,0,,
2002/5/13,2002/5/13,1638.2,1634.92,1540.58,1567.5,1634.9,3228043400,34913561000,0,,
2002/5/20,2002/5/20,1567.5,1599.11,1529.35,1549.47,1564.97,3406220000,33061804000,0,,
2002/5/27,2002/5/27,1549.47,1569.41,1506.54,1515.73,1555.04,2251406300,22012058000,0,,
2002/6/3,2002/6/3,1515.73,1540.83,1455.31,1529.51,1510.25,3280012800,31124673000,0,,
2002/6/10,2002/6/10,1529.51,1534.38,1493.24,1494.25,1529.34,2079126700,20044627000,0,,
2002/6/17,2002/6/17,1494.25,1564.92,1481.25,1562.72,1489.13,2786840100,26454791000,0,,
2002/6/24,2002/6/24,1562.72,1748.89,1647.5,1732.76,1704.7,16679437900,1.58451E+11,0,,
2002/7/1,2002/7/1,1732.76,1740.38,1698.83,1722.19,1736.29,6814696100,64042737000,0,,
2002/7/8,2002/7/8,1722.19,1741.92,1689.22,1698.3,1723.58,5089162800,51164537000,0,,
2002/7/15,2002/7/15,1698.3,1714.09,1680.2,1713.86,1696.81,3670758100,36787051000,0,,
2002/7/22,2002/7/22,1713.86,1712.33,1656.82,1657.5,1712.02,3046783700,30306656000,0,,
2002/7/29,2002/7/29,1657.5,1672.12,1639.22,1661.87,1654.92,2467973300,25029966000,0,,
2002/8/5,2002/8/5,1661.87,1679.81,1642.77,1647.05,1661.4,2273113600,23042406000,0,,
2002/8/12,2002/8/12,1647.05,1652.98,1624.05,1646.79,1642.48,1900664500,19221630000,0,,
2002/8/19,2002/8/19,1646.79,1696.28,1641.4,1683.21,1645.93,3222941100,32613854000,0,,
2002/8/26,2002/8/26,1683.21,1683.51,1664.82,1666.62,1682.14,2498554200,27614746000,0,,
2002/9/2,2002/9/2,1666.62,1680.28,1629.93,1631.38,1666.34,2267344100,23496240000,0,,
2002/9/9,2002/9/9,1631.38,1631.66,1605.98,1625.76,1628.45,1853773200,19420374000,0,,
2002/9/16,2002/9/16,1625.76,1624.14,1585.07,1604.91,1624.13,2114080300,22088843000,0,,
2002/9/23,2002/9/23,1604.91,1604.3,1577.53,1581.62,1602.28,1720766700,18554325000,0,,
2002/10/8,2002/10/8,1581.62,1577.05,1521.91,1524.05,1577.05,3075729500,18465948000,0,,
2002/10/14,2002/10/14,1524.05,1548.53,1500.54,1519.54,1522.87,2249070200,18032910000,0,,
2002/10/21,2002/10/21,1519.54,1553.87,1512.33,1520.31,1519.2,2438411200,21322880000,0,,
2002/10/28,2002/10/28,1520.31,1521.87,1488.68,1510.76,1518.09,2063820900,17987880000,0,,
2002/11/4,2002/11/4,1510.76,1573.1,1515.07,1522.19,1516.22,3909566500,34113788000,0,,
2002/11/11,2002/11/11,1522.19,1526.13,1451.39,1463.69,1519.6,3018381200,25621998000,0,,
2002/11/18,2002/11/18,1463.69,1468.33,1375.54,1395.5,1463.72,2763981600,23109897000,0,,
2002/11/25,2002/11/25,1395.5,1450.19,1353.14,1434.18,1393.34,4004961100,31399187000,0,,
2002/12/2,2002/12/2,1434.18,1432.9,1388.51,1405.53,1432.03,2821181100,23671291000,0,,
2002/12/9,2002/12/9,1405.53,1410.79,1367.31,1396.9,1404.51,2286596400,19185431000,0,,
2002/12/16,2002/12/16,1396.9,1431.36,1392.89,1427.94,1397.72,2983329200,24856750000,0,,
2002/12/23,2002/12/23,1427.94,1439.85,1367.85,1382.97,1429.95,3263712300,27504939000,0,,
2002/12/30,2002/12/30,1382.97,1379.75,1312.8,1319.87,1379.74,2156806600,17768070000,0,,
2003/1/6,2003/1/6,1319.87,1411.37,1311.68,1384.86,1319.69,5169982900,35738987000,0,,
2003/1/13,2003/1/13,1384.86,1492.72,1378.65,1478.67,1381.87,11213007200,79130645000,0,,
2003/1/20,2003/1/20,1478.67,1489.55,1446.35,1479.07,1475.71,6025076400,44931343000,0,,
2003/1/27,2003/1/27,1479.07,1508.59,1480.97,1499.82,1481.61,3076687800,24722650000,0,,
2003/2/10,2003/2/10,1499.82,1519.29,1476.87,1510.95,1499.17,4054030000,33339424000,0,,
2003/2/17,2003/2/17,1510.95,1517.77,1476.41,1478.87,1510.64,4221894800,34799630000,0,,
2003/2/24,2003/2/24,1478.87,1524.75,1474.47,1511.93,1476.07,3705236100,33040262000,0,,
2003/3/3,2003/3/3,1511.93,1529.75,1489.38,1493.09,1511.59,3897661500,34726385000,0,,
2003/3/10,2003/3/10,1493.09,1496.16,1458.5,1466.04,1492.21,2809540400,24274778000,0,,
2003/3/17,2003/3/17,1466.04,1478.99,1452.59,1474.66,1465.14,3101550500,26459963000,0,,
2003/3/24,2003/3/24,1474.66,1508.26,1447.01,1491.94,1474.59,4269277500,36311981000,0,,
2003/3/31,2003/3/31,1491.94,1525.77,1490.99,1521.13,1491.39,5098574900,43072914000,0,,
2003/4/7,2003/4/7,1521.13,1581.7,1510.34,1576.86,1521.9,11668232000,86026485000,0,,
2003/4/14,2003/4/14,1576.86,1649.6,1581.2,1603.08,1581.38,16063616300,1.32698E+11,0,,
2003/4/21,2003/4/21,1603.08,1598.58,1481.07,1487.15,1598.5,7994541900,65369333000,0,,
2003/4/28,2003/4/28,1487.15,1539.57,1473.27,1521.44,1483.47,6131892400,50434434000,0,,
2003/5/12,2003/5/12,1521.44,1560.72,1477.25,1554.45,1522.98,9514203200,76142138000,0,,
2003/5/19,2003/5/19,1554.45,1571.69,1522.19,1560.95,1557.29,6175165800,51466228000,0,,
2003/5/26,2003/5/26,1560.95,1581.61,1543.34,1576.26,1563.2,7534431600,64011346000,0,,
2003/6/2,2003/6/2,1576.26,1582.41,1538.1,1538.92,1577.99,5940837100,49956916000,0,,
2003/6/9,2003/6/9,1538.92,1572.41,1527.84,1566.77,1536.27,4762417300,36963334000,0,,
2003/6/16,2003/6/16,1566.77,1569.55,1528.3,1529.47,1568.19,4054748800,33156262000,0,,
2003/6/23,2003/6/23,1529.47,1524.91,1486.08,1497.05,1524.58,3751848200,30658423000,0,,
2003/6/30,2003/6/30,1497.05,1510.17,1477.87,1502.35,1493.69,3198965400,27137072000,0,,
2003/7/7,2003/7/7,1502.35,1535.97,1490.97,1528.85,1500.85,4002320000,34168950000,0,,
2003/7/14,2003/7/14,1528.85,1540.19,1506.49,1507.16,1528.39,4457190600,38163021000,0,,
2003/7/21,2003/7/21,1507.16,1510.31,1471.29,1477.65,1501.39,4675883600,35931650000,0,,
2003/7/28,2003/7/28,1477.65,1483.07,1464.87,1476.97,1474.74,3043657000,23593532000,0,,
2003/8/4,2003/8/4,1476.97,1497.1,1468.44,1471.27,1476.82,3145419600,25456714000,0,,
2003/8/11,2003/8/11,1471.27,1484.59,1447.11,1450.2,1469.26,2707778400,22362245000,0,,
2003/8/18,2003/8/18,1450.2,1453.45,1432.75,1438.88,1449.67,2613131900,20500360000,0,,
2003/8/25,2003/8/25,1438.88,1434.21,1406.68,1421.98,1434.21,2546577300,20763230000,0,,
2003/9/1,2003/9/1,1421.98,1456.55,1420.12,1431.53,1423.35,4068301000,35089811000,0,,
2003/9/8,2003/9/8,1431.53,1429.71,1407.95,1409.16,1429.46,3181331900,25489550000,0,,
2003/9/15,2003/9/15,1409.16,1416.08,1383.4,1391.37,1407.81,3114464000,23900091000,0,,
2003/9/22,2003/9/22,1391.37,1396.94,1367.75,1370.84,1392.9,2610049600,20560760000,0,,
2003/9/29,2003/9/29,1370.84,1371.07,1348.22,1367.16,1369.44,1093911300,8264800000,0,,
2003/10/8,2003/10/8,1367.16,1406,1359.5,1404.01,1366.2,2250595300,15284204000,0,,
2003/10/13,2003/10/13,1404.01,1411.88,1362.41,1370.58,1405.33,3268707600,23781620000,0,,
2003/10/20,2003/10/20,1370.58,1407.39,1350.21,1381.83,1369.71,4619750900,32090904000,0,,
2003/10/27,2003/10/27,1381.83,1383.6,1334.78,1348.3,1381.84,5006437600,34541250000,0,,
2003/11/3,2003/11/3,1348.3,1412.91,1323.12,1335.2,1346.48,8001077500,51993092000,0,,
2003/11/10,2003/11/10,1335.2,1350.39,1307.39,1331.05,1330.96,4274209700,28051877000,0,,
2003/11/17,2003/11/17,1331.05,1394.57,1312.56,1361.56,1330.49,7130361700,46552668000,0,,
2003/11/24,2003/11/24,1361.56,1423.58,1360.23,1397.22,1360.33,8720492400,59969983000,0,,
2003/12/1,2003/12/1,1397.22,1462.07,1398.71,1451.12,1398.71,9227947200,64720188000,0,,
2003/12/8,2003/12/8,1451.12,1475.38,1429.06,1470.79,1452.11,7732305300,55850141000,0,,
2003/12/15,2003/12/15,1470.79,1480.43,1429.71,1446.29,1471.24,8159202100,59149107000,0,,
2003/12/22,2003/12/22,1446.29,1525.3,1441.59,1514.78,1444.17,10759350500,80003484000,0,,
2003/12/29,2003/12/29,1514.78,1526.24,1491.25,1517.19,1509.28,6049251700,45675837000,0,,
2004/1/5,2004/1/5,1517.19,1618.76,1516.7,1581.47,1516.8,15231090400,1.15755E+11,0,,
2004/1/12,2004/1/12,1581.47,1627.49,1573.77,1600.42,1579.88,10870854700,85501384000,0,,
2004/1/29,2004/1/29,1600.42,1634.41,1589.4,1590.73,1605.25,4254143400,33979463000,0,,
2004/2/2,2004/2/2,1590.73,1705.91,1585.96,1679.19,1630.65,16026342800,1.27958E+11,0,,
2004/2/9,2004/2/9,1679.19,1715.46,1653.24,1658.54,1679.58,13004313200,1.04866E+11,0,,
2004/2/16,2004/2/16,1658.54,1728.02,1661.44,1721.75,1661.45,13271163000,1.14386E+11,0,,
2004/2/23,2004/2/23,1721.75,1730.28,1628.84,1675.07,1725.59,12296860800,1.00762E+11,0,,
2004/3/1,2004/3/1,1675.07,1694.82,1642.62,1662.1,1676.22,9369865300,78398852000,0,,
2004/3/8,2004/3/8,1662.1,1699.25,1634.71,1694.74,1660.64,8289503300,67981011000,0,,
2004/3/15,2004/3/15,1694.74,1755.1,1696.82,1747.87,1696.94,10517950100,89870355000,0,,
2004/3/22,2004/3/22,1747.87,1760.08,1720.88,1734.05,1749.71,8646843000,74763727000,0,,
2004/3/29,2004/3/29,1734.05,1771.67,1711.66,1768.64,1734.59,8557474900,75830865000,0,,
2004/4/5,2004/4/5,1768.64,1783.01,1721.59,1727.35,1771.74,11597249000,1.0573E+11,0,,
2004/4/12,2004/4/12,1727.35,1734.92,1656.3,1693.86,1717.2,8972523600,77310738000,0,,
2004/4/19,2004/4/19,1693.86,1698.69,1632.56,1635.5,1695.33,6671292900,55111965000,0,,
2004/4/26,2004/4/26,1635.5,1644.5,1572.23,1595.59,1633.27,6129611800,49818599000,0,,
2004/5/10,2004/5/10,1595.59,1606.07,1545.63,1562.69,1600.63,4518799900,35762139000,0,,
2004/5/17,2004/5/17,1562.69,1575.38,1526.24,1558.33,1556.67,5053130500,39272069000,0,,
2004/5/24,2004/5/24,1558.33,1562.33,1508.64,1548.72,1559.55,4485170100,34459063000,0,,
2004/5/31,2004/5/31,1548.72,1580.57,1534.99,1542.09,1549.03,5574826100,45686913000,0,,
2004/6/7,2004/6/7,1542.09,1538.5,1456.32,1472.07,1538.46,5107981000,39105372000,0,,
2004/6/14,2004/6/14,1472.07,1491.69,1411.03,1427.3,1471.45,5033719400,36789198000,0,,
2004/6/21,2004/6/21,1427.3,1456.13,1399.39,1401.11,1421.83,4513169000,34668579000,0,,
2004/6/28,2004/6/28,1401.11,1447.61,1376.22,1441.19,1396.36,5085300200,34685869000,0,,
2004/7/5,2004/7/5,1441.19,1466.78,1426.95,1430.65,1440.17,4208212400,28578930000,0,,
2004/7/12,2004/7/12,1430.65,1458.38,1378.91,1456.13,1426.25,5984666200,39690148000,0,,
2004/7/19,2004/7/19,1456.13,1465.84,1387.26,1407.4,1456.77,5758199100,39372102000,0,,
2004/7/26,2004/7/26,1407.4,1409.12,1366.5,1386.2,1401.84,4700909000,30294849000,0,,
2004/8/2,2004/8/2,1386.2,1424.55,1363.69,1390.46,1381.88,5140524400,33703355000,0,,
2004/8/9,2004/8/9,1390.46,1404.72,1357.08,1368.45,1388.08,3888652200,24872061000,0,,
2004/8/16,2004/8/16,1368.45,1371.23,1327.77,1341.74,1366.52,3798602300,24499127000,0,,
2004/8/23,2004/8/23,1341.74,1347.15,1314.6,1320.61,1339.93,3480285200,20697652000,0,,
2004/8/30,2004/8/30,1320.61,1360.75,1303.19,1327.12,1318.32,3982534600,22791889000,0,,
2004/9/6,2004/9/6,1327.12,1326.87,1270.94,1287.08,1326.46,3385025300,18200591000,0,,
2004/9/13,2004/9/13,1287.08,1415.64,1259.43,1414.7,1285.32,10289681900,60132771000,0,,
2004/9/20,2004/9/20,1414.7,1496.21,1408.61,1435.56,1423.97,17005766900,1.11548E+11,0,,
2004/9/27,2004/9/27,1435.56,1466.4,1390.68,1396.7,1452.51,6001070100,39070985000,0,,
2004/10/8,2004/10/8,1396.7,1423.2,1373.93,1422.93,1395.67,1381398400,9385252000,0,,
2004/10/11,2004/10/11,1422.93,1437.57,1312.55,1330.52,1424.22,8537971600,58418495000,0,,
2004/10/18,2004/10/18,1330.52,1361.81,1294.04,1329.36,1332.52,6938559600,45146901000,0,,
2004/10/25,2004/10/25,1329.36,1356.63,1289.87,1320.54,1337.25,9290353100,59196093000,0,,
2004/11/1,2004/11/1,1320.54,1338.26,1290.99,1305.13,1317.66,6017644900,37352409000,0,,
2004/11/8,2004/11/8,1305.13,1379.86,1292.91,1352.22,1303.52,8098203400,49064590000,0,,
2004/11/15,2004/11/15,1352.22,1380.08,1350.52,1379.96,1354.48,6632740200,41124745000,0,,
2004/11/22,2004/11/22,1379.96,1387.34,1348.41,1356.73,1381.58,7321166400,43957228000,0,,
2004/11/29,2004/11/29,1356.73,1354.58,1324.55,1337.2,1354.58,5522332400,33268314000,0,,
2004/12/6,2004/12/6,1337.2,1352.45,1316.64,1317.72,1337.81,5582524500,31832482000,0,,
2004/12/13,2004/12/13,1317.72,1317.82,1288.24,1290.49,1312.61,4472142500,25316168000,0,,
2004/12/20,2004/12/20,1290.49,1308.59,1271.03,1285.04,1286.07,4404892000,24907905000,0,,
2004/12/27,2004/12/27,1285.04,1292.31,1264.15,1266.5,1285.41,4082015400,22968376000,0,,
2005/1/4,2005/1/4,1266.5,1260.78,1234.24,1244.75,1260.78,3370354600,18756452000,0,,
2005/1/10,2005/1/10,1244.75,1268.86,1236.09,1245.62,1243.58,4037487200,22562596000,0,,
2005/1/17,2005/1/17,1245.62,1237.91,1189.21,1234.48,1235.57,5687641200,29792900000,0,,
2005/1/24,2005/1/24,1234.48,1265.95,1208.86,1213.67,1258.02,5705820800,30732596000,0,,
2005/1/31,2005/1/31,1213.67,1274.12,1187.26,1269,1210.76,7491586400,40534839000,0,,
2005/2/16,2005/2/16,1269,1291.46,1258.56,1258.97,1276.02,3635211700,19868725000,0,,
2005/2/21,2005/2/21,1258.97,1328.53,1259.51,1312.44,1259.53,10351428900,58738761000,0,,
2005/2/28,2005/2/28,1312.44,1316.72,1276.88,1287.71,1311.44,7413458600,42225526000,0,,
2005/3/7,2005/3/7,1287.71,1326.08,1278.15,1289.94,1288.41,8220821400,49243900000,0,,
2005/3/14,2005/3/14,1289.94,1304.11,1223.62,1227.4,1288.98,7334656900,45132491000,0,,
2005/3/21,2005/3/21,1227.4,1232.82,1187.58,1205.63,1226.14,5906238000,33591474000,0,,
2005/3/28,2005/3/28,1205.63,1237.8,1162.03,1223.57,1204.85,5973799600,32419650000,0,,
2005/4/4,2005/4/4,1223.57,1249.2,1183.91,1248.52,1212.12,8415086300,48521727000,0,,
2005/4/11,2005/4/11,1248.52,1254.32,1213.2,1216.96,1248.15,8180220500,46112879000,0,,
2005/4/18,2005/4/18,1216.96,1212.39,1163.4,1169.19,1212.39,6064949300,32680535000,0,,
2005/4/25,2005/4/25,1169.19,1172.71,1135.73,1159.15,1166.34,7266009300,37595085000,0,,
2005/5/9,2005/5/9,1159.15,1165.39,1093.28,1107.63,1160.62,6085990300,31027198000,0,,
2005/5/16,2005/5/16,1107.63,1108.84,1082.14,1099.27,1105.4,5241710100,25114191000,0,,
2005/5/23,2005/5/23,1099.27,1095.31,1050.06,1051.95,1095.31,5001580300,23217729000,0,,
2005/5/30,2005/5/30,1051.95,1070.5,1000.52,1013.64,1049.72,4938335400,23080873000,0,,
2005/6/6,2005/6/6,1013.64,1146.42,998.23,1108.29,1010.38,13613123300,64713623000,0,,
2005/6/13,2005/6/13,1108.29,1119.68,1064.03,1085.61,1105.96,8407531200,40484001000,0,,
2005/6/20,2005/6/20,1085.61,1115.86,1073.41,1101.88,1087.85,7190412300,33943912000,0,,
2005/6/27,2005/6/27,1101.88,1129.96,1053.63,1055.59,1108.46,7615396400,35929066000,0,,
2005/7/4,2005/7/4,1055.59,1050.24,1015.4,1017.98,1050.24,5087506400,22513852000,0,,
2005/7/11,2005/7/11,1017.98,1049.88,1004.08,1026.12,1026.79,6793174700,29360116000,0,,
2005/7/18,2005/7/18,1026.12,1054.63,1004.66,1046.32,1023.38,6804442600,28511752000,0,,
2005/7/25,2005/7/25,1046.32,1097.63,1040.59,1083.03,1045.27,10590375700,45132410000,0,,
2005/8/1,2005/8/1,1083.03,1129.07,1081.12,1128.74,1082.8,11171589100,46915924000,0,,
2005/8/8,2005/8/8,1128.74,1192.05,1130.59,1167.91,1131.8,16626452400,74321092000,0,,
2005/8/15,2005/8/15,1167.91,1201.76,1132.87,1150.18,1167.03,17648492000,81245946000,0,,
2005/8/22,2005/8/22,1150.18,1174.54,1139.24,1171.86,1148.97,11707646900,51031820000,0,,
2005/8/29,2005/8/29,1171.86,1188.91,1140.1,1188.85,1172,12731212100,55706738000,0,,
2005/9/5,2005/9/5,1188.85,1204.46,1168.58,1189.62,1189.07,14167199200,64904952000,0,,
2005/9/12,2005/9/12,1189.62,1218.94,1181.43,1212.95,1189.75,12486887200,57800127000,0,,
2005/9/19,2005/9/19,1212.95,1223.57,1147.19,1151.98,1213.49,13613371700,62789484000,0,,
2005/9/26,2005/9/26,1151.98,1158.7,1129.05,1155.61,1150.93,8041377800,37817845000,0,,
2005/10/10,2005/10/10,1155.61,1165.67,1133.89,1139.55,1153.67,7566509400,37537128000,0,,
2005/10/17,2005/10/17,1139.55,1150.59,1119.38,1141.32,1138.38,8835469800,42927597000,0,,
2005/10/24,2005/10/24,1141.32,1143.46,1067.41,1080.87,1141.33,8859533300,40976006000,0,,
2005/10/31,2005/10/31,1080.87,1111.44,1074.3,1100.05,1079.04,7723125400,34461499000,0,,
2005/11/7,2005/11/7,1100.05,1117.06,1078.58,1090.19,1099.53,7283491300,32182744000,0,,
2005/11/14,2005/11/14,1090.19,1122.61,1075.43,1117,1089.56,6846951800,29506013000,0,,
2005/11/21,2005/11/21,1117,1122.88,1093.95,1114.92,1117.78,7544273800,30689944000,0,,
2005/11/28,2005/11/28,1114.92,1119.35,1089.56,1094.29,1113.83,5517741400,23602092000,0,,
2005/12/5,2005/12/5,1094.29,1114.58,1074.01,1113.48,1093.1,5655281200,25032318000,0,,
2005/12/12,2005/12/12,1113.48,1134.85,1106.75,1127.51,1115.75,6777788900,31094421000,0,,
2005/12/19,2005/12/19,1127.51,1144.94,1123.5,1144.87,1127.84,6182780200,27797192000,0,,
2005/12/26,2005/12/26,1144.87,1173.06,1145.34,1161.06,1145.77,9083863500,43137811000,0,,
2006/1/4,2006/1/4,1161.06,1215.54,1161.91,1209.42,1163.88,8708587700,43868093000,0,,
2006/1/9,2006/1/9,1209.42,1231.22,1203.65,1221.46,1210.32,14086016200,68876302000,0,,
2006/1/16,2006/1/16,1221.46,1258.7,1198.84,1255.31,1221.11,13849030600,65488158000,0,,
2006/1/23,2006/1/23,1255.31,1262.09,1244.27,1258.05,1254.78,8525874100,43575601000,0,,
2006/2/6,2006/2/6,1258.05,1297.4,1263,1282.66,1263,15583284900,78279320000,0,,
2006/2/13,2006/2/13,1282.66,1300.99,1265.14,1267.41,1283.78,13707705400,67215919000,0,,
2006/2/20,2006/2/20,1267.41,1297.94,1256.81,1296.87,1268.11,12317285400,59001964000,0,,
2006/2/27,2006/2/27,1296.87,1308.2,1275.62,1293.3,1297.69,12747906800,63816531000,0,,
2006/3/6,2006/3/6,1293.3,1296.85,1238.16,1245.65,1292.75,9230611100,44245400000,0,,
2006/3/13,2006/3/13,1245.65,1277.19,1245.3,1269.46,1245.3,8417963700,41875258000,0,,
2006/3/20,2006/3/20,1269.46,1308.06,1264.41,1294.7,1269.58,11686229500,57940293000,0,,
2006/3/27,2006/3/27,1294.7,1313.12,1283.68,1298.3,1296.07,13245299300,66890057000,0,,
2006/4/3,2006/4/3,1298.3,1348.52,1298.68,1342.96,1298.68,19008304700,1.00243E+11,0,,
2006/4/10,2006/4/10,1342.96,1366.52,1328.43,1359.54,1344.24,20158518200,1.00085E+11,0,,
2006/4/17,2006/4/17,1359.54,1419.89,1353.4,1416.79,1360.64,20845549600,1.08445E+11,0,,
2006/4/24,2006/4/24,1416.79,1444.71,1386.13,1440.22,1423.41,22584577500,1.27103E+11,0,,
2006/5/8,2006/5/8,1440.22,1603.21,1446.99,1602.83,1446.99,32063374200,1.85947E+11,0,,
2006/5/15,2006/5/15,1602.83,1678.6,1582.96,1659.55,1616.26,38465224200,2.25845E+11,0,,
2006/5/22,2006/5/22,1659.55,1674.22,1562.39,1613.89,1656.75,28920135400,1.62824E+11,0,,
2006/5/29,2006/5/29,1613.89,1695.58,1609.01,1669.4,1622.11,30780743500,1.77776E+11,0,,
2006/6/5,2006/6/5,1669.4,1692.83,1540.93,1551.38,1669.24,29238683700,1.61822E+11,0,,
2006/6/12,2006/6/12,1551.38,1574.47,1512.52,1574.47,1540.22,15843107000,88615960000,0,,
2006/6/19,2006/6/19,1574.47,1617.71,1544.93,1605.71,1559.98,17829770400,1.02963E+11,0,,
2006/6/26,2006/6/26,1605.71,1690.95,1607.79,1672.21,1607.79,21080773900,1.21668E+11,0,,
2006/7/3,2006/7/3,1672.21,1757.47,1670.02,1730.19,1677.31,26316668600,1.53033E+11,0,,
2006/7/10,2006/7/10,1730.19,1753.28,1633.9,1665.21,1730.7,23698026000,1.4285E+11,0,,
2006/7/17,2006/7/17,1665.21,1684.67,1636.26,1665.33,1662.05,15729080300,92135613000,0,,
2006/7/24,2006/7/24,1665.33,1701.61,1632.69,1662.03,1648.75,16605983900,93927424000,0,,
2006/7/31,2006/7/31,1662.03,1659.54,1567.25,1570.15,1659.54,14052025600,78818460000,0,,
2006/8/7,2006/8/7,1570.15,1610.76,1541.41,1605.93,1561.8,11889284300,62722306000,0,,
2006/8/14,2006/8/14,1605.93,1616.45,1564.4,1598.02,1605.2,12184441400,63936726000,0,,
2006/8/21,2006/8/21,1598.02,1630.05,1558.1,1623.03,1565.46,13017134700,71506543000,0,,
2006/8/28,2006/8/28,1623.03,1667.53,1624.28,1636.69,1627.12,18992410300,1.0474E+11,0,,
2006/9/4,2006/9/4,1636.69,1683.89,1635.12,1667.98,1635.33,16528132400,89453289000,0,,
2006/9/11,2006/9/11,1667.98,1722.66,1653.01,1721.05,1668.16,19194723800,1.02036E+11,0,,
2006/9/18,2006/9/18,1721.05,1746.62,1719.16,1725.36,1727.91,21144293700,1.14734E+11,0,,
2006/9/25,2006/9/25,1725.36,1755.69,1704.77,1752.42,1722.74,17776592400,1.0125E+11,0,,
2006/10/9,2006/10/9,1752.42,1793.14,1763.11,1784.66,1768.14,25306440600,1.38377E+11,0,,
2006/10/16,2006/10/16,1784.66,1801.33,1758.31,1790.36,1787.7,20579127300,1.1321E+11,0,,
2006/10/23,2006/10/23,1790.36,1842.73,1753.49,1807.17,1789.64,25135055500,1.33027E+11,0,,
2006/10/30,2006/10/30,1807.17,1873.66,1788.29,1866.36,1804.37,24127905000,1.30082E+11,0,,
2006/11/6,2006/11/6,1866.36,1920.18,1846.01,1883.35,1853.19,24906965400,1.41838E+11,0,,
2006/11/13,2006/11/13,1883.35,1976.05,1841.82,1971.79,1878.7,25328950400,1.40722E+11,0,,
2006/11/20,2006/11/20,1971.79,2071.24,1977.53,2050.81,1977.53,29987667100,1.76088E+11,0,,
2006/11/27,2006/11/27,2050.81,2112.58,1992.54,2102.05,2042.19,31787164400,1.96278E+11,0,,
2006/12/4,2006/12/4,2102.05,2206.51,2090.4,2093.64,2103.82,45990625300,2.77605E+11,0,,
2006/12/11,2006/12/11,2093.64,2275.49,2084.27,2273.91,2085.06,30941181100,1.93304E+11,0,,
2006/12/18,2006/12/18,2273.91,2386.82,2277.28,2343.67,2277.28,39727322700,2.57349E+11,0,,
2006/12/25,2006/12/25,2343.67,2698.9,2350.13,2675.47,2350.13,38380711300,2.4738E+11,0,,
2007/1/4,2007/1/4,2675.47,2847.61,2617.01,2641.33,2728.18,22631164600,1.54074E+11,0,,
2007/1/8,2007/1/8,2641.33,2841.74,2620.62,2668.11,2621.06,55823636100,3.94859E+11,0,,
2007/1/15,2007/1/15,2668.11,2870.42,2658.87,2832.2,2660.07,56469346500,4.20821E+11,0,,
2007/1/22,2007/1/22,2832.2,2994.28,2720.82,2882.55,2857.89,63022102900,4.87167E+11,0,,
2007/1/29,2007/1/29,2882.55,2980.51,2666.86,2673.21,2897.25,51715536400,3.97747E+11,0,,
2007/2/5,2007/2/5,2673.21,2751.16,2541.52,2730.38,2658.07,42004695900,3.33191E+11,0,,
2007/2/12,2007/2/12,2730.38,3036.34,2728.78,2998.47,2729.83,47880852800,3.80976E+11,0,,
2007/2/26,2007/2/26,2998.47,3049.77,2732.88,2831.52,2999.08,61622064800,4.97234E+11,0,,
2007/3/5,2007/3/5,2831.52,2962.42,2723.06,2937.91,2827.67,46795922800,3.86307E+11,0,,
2007/3/12,2007/3/12,2937.91,2979.7,2868.8,2930.48,2945.92,54688956100,4.59242E+11,0,,
2007/3/19,2007/3/19,2930.48,3099.81,2852.85,3074.28,2864.25,54667573100,4.83011E+11,0,,
